日付,勘定科目,品目,金額
2022/8/31,商品仕入高（5211）,ジャージーミックスほか,798951
2022/8/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか,22844
2022/8/31,商品仕入高（5211）,明太高菜ほか・・・8月19日,19126
2022/8/31,商品仕入高（5211）,博多しょうが湯ほか,9450
2022/8/31,商品仕入高（5211）,博多しょうが湯ほか,1181594
2022/8/31,商品仕入高（5211）,野菜等袋代・・・アサヒ,14454
2022/8/31,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,24145
2022/8/31,商品仕入高（5211）,ヤマト運輸振込手数料,330
2022/8/31,商品仕入高（5211）,ソフトクリーム用スプーン・カップ,88660
2022/8/31,商品仕入高（5211）,アルミ保温保冷バッグ,1650
2022/8/31,商品仕入高（5211）,道の駅記念キップ,64800
2022/8/31,商品仕入高（5211）,チオビタドリンクほか,194039
2022/8/31,販売員給与（6111）,パート（１０名）,761554
2022/8/31,広告宣伝費（6113）,山の日記念登山割引券代,1800
2022/8/31,容器包装費（6114）,レジ袋代,158840
2022/8/31,従業員給与（6212）,従業員給与（２名）,351700
2022/8/31,法定福利費（6312）,唐津社会保険事務所社会保険料・・・給与,115080
2022/8/31,法定福利費（6312）,唐津社会保険事務所社会保険料・・・賞与,65623
2022/8/31,厚生費（6226）,職員用マスク代,1100
2022/8/31,修繕費（6216）,テナントLPガス漏れ検知器取替工事代,92180
2022/8/31,修繕費（6216）,ソフトサーバーパッキンセット代,2475
2022/8/31,事務用消耗品費（6217）,電子複写機コピー代,1409
2022/8/31,事務用消耗品費（6217）,コピー用紙代,2420
2022/8/31,通信交通費（6218）,ＮＴＴファイナンス通話料,11640
2022/8/31,水道光熱費（6219）,電気料金・・・電灯,148317
2022/8/31,水道光熱費（6219）,電気料金・・・電力,285082
2022/8/31,水道光熱費（6219）,水道料金,60427
2022/8/31,租税公課費（6221）,消費税及び地方消費税（中間申告）,0
2022/8/31,租税公課費（6221）,収入印紙代,2000
2022/8/31,接待交際費（6223）,生産者集会お茶代,3360
2022/8/31,接待交際費（6223）,役員会議食事代,24400
2022/8/31,備品・消耗品費（6225）,トイレットペーパー代・・・8月5日,6600
2022/8/31,備品・消耗品費（6225）,トイレットペーパー代・・・8月19日,6600
2022/8/31,備品・消耗品費（6225）,トイレットペーパー代・・・8月26日,6600
2022/8/31,備品・消耗品費（6225）,ペーパータオル代・・・8月5日,4601
2022/8/31,備品・消耗品費（6225）,ペーパータオルほか代・・・8月31日,2978
2022/8/31,備品・消耗品費（6225）,輪ゴム代,110
2022/8/31,備品・消耗品費（6225）,画鋲代,110
2022/8/31,備品・消耗品費（6225）,温泉蒸したまご用袋代,7881
2022/8/31,備品・消耗品費（6225）,フマキラー代,448
2022/8/31,運営管理諸費（6227A）,東芝テックポスレジシステムリース料,31752
2022/8/31,運営管理諸費（6227A）,くすもと税理士事務所顧問報酬,55000
2022/8/31,施設管理諸費（6227B）,中央警備保障機械警備料,37400
2022/8/31,施設管理諸費（6227B）,クリーン・リース代,3542
2022/8/31,施設管理諸費（6227B）,塵芥収集運搬料,62800
2022/8/31,施設管理諸費（6227B）,衛生害虫駆除業務代,10395
2022/8/31,施設管理諸費（6227B）,草払い処理業務,20900
2022/8/31,車両費（6228）,ガソリン代・・・江頭火薬石油・・・8月8日,3000
2022/8/31,車両費（6228）,ガソリン代・・・福地石油・・・8月19日,3000
2022/8/31,車両費（6228）,ガソリン代・・・福地石油・・・8月31日,3000
2022/8/31,リース料（6234）,ソフトサーバーリース代,15510
2022/8/31,雑費(6231),コカ・コーラ振込手数料・・・8月18日分,660
2022/8/31,雑費(6231),振込手数料（やまや）・・・8月19日,220
2022/8/31,雑費(6231),振込手数料（牛津かまぼこ）,220
2022/8/31,受取利息割引料,預金利息（風のふるさと館）,26
2022/8/31,受取利息割引料,預金利息（釣銭両替）,2
2022/8/31,受取利息割引料,預金利息（日々売上）,41
2022/8/31,雑収入（7118）,雇用保険料預り（７月分）,2841
2022/9/30,商品売上高（4111）,野菜等,217125
2022/9/30,商品売上高（4111）,温泉たまご,66920
2022/9/30,商品売上高（4111）,あら塩・灘の塩（食塩）,540
2022/9/30,商品売上高（4111）,コーヒー自動販売機,600
2022/9/30,商品売上高（4111）,ドリンク類,24590
2022/9/30,商品売上高（4111）,伊藤園お～いお茶・健康ミネラル麦茶ほか,53930
2022/9/30,商品売上高（4111）,黒糖・嬉野茶ドーナツ棒,14160
2022/9/30,商品売上高（4111）,白菜浅漬け・なす・きゅうりからし漬けの素,5520
2022/9/30,商品売上高（4111）,佐賀県産たまねぎスープ・海苔スープ・たまねぎチップ・佐賀牛ポテトチップ,34220
2022/9/30,商品売上高（4111）,粉末うどん・ちゃんぽんスープ,2530
2022/9/30,商品売上高（4111）,天ぷら・ちくわほか,16920
2022/9/30,商品売上高（4111）,わさびドレッシング・こいくち醬油・カレー,9685
2022/9/30,商品売上高（4111）,やまや（明太高菜ほか）,21350
2022/9/30,商品売上高（4111）,ミルン（ヨーグルト・チーズ・牛乳・シュークリーム）,21590
2022/9/30,商品売上高（4111）,ソフトクリーム・コーン,639125
2022/9/30,商品売上高（4111）,シンセイ商事（しょうが湯ほか）,6615
2022/9/30,商品売上高（4111）,キムチたけのこほか,6660
2022/9/30,商品売上高（4111）,キムチたけのこほか,1142080
2022/9/30,商品売上高（4111）,野菜袋（アサヒ）,21980
2022/9/30,商品売上高（4111）,中島潔グッズ,28950
2022/9/30,商品売上高（4111）,クロネコヤマト宅急便,24490
2022/9/30,商品売上高（4111）,道の駅切符,2520
2022/9/30,商品売上高（4111）,連絡線記念指定券,1200
2022/9/30,商品売上高（4111）,道の駅スタンプブック,1800
2022/9/30,商品売上高（4111）,指定ごみ袋,26500
2022/9/30,商品売上高（4111）,粗大ごみ処理券,300
2022/9/30,商品売上高（4111）,エスカップ・チオビタ,2200
2022/9/30,商品売上高（4111）,ソフトクリーム用カップ・スプーン,195
2022/9/30,商品売上高（4111）,キティちゃんグッズ,1210
2022/9/30,商品売上高（4111）,佐賀限定鬼滅の刃キーホルダー,440
2022/9/30,商品売上高（4111）,ローソク・線香・マッチ・のし袋・ライター・紙コップ類,155
2022/9/30,商品売上高（4111）,アルミ保温保冷バッグ,480
2022/9/30,商品売上高（4111）,レジ袋,11305
2022/9/30,商品売上高（4111）,団子花,27560
2022/9/30,商品売上高（4111）,紙袋,151285
2022/9/30,手数料収入（4112）,風のふるさと館委託販売手数料,2135467
2022/9/30,その他の収入（4114）,バーコードラベル代金,28955
2022/9/30,その他の収入（4114）,コカ・コーラ自販機手数料,96948
2022/9/30,その他の収入（4114）,佐賀富士ベンディング自販機手数料,175490
2022/9/30,その他の収入（4114）,テナント使用料,45250
2022/9/30,その他の収入（4114）,テナント電気料,72110
2022/9/30,商品仕入高（5211）,野菜・・・辻青果,165530
2022/9/30,商品仕入高（5211）,温泉たまご,35640
2022/9/30,商品仕入高（5211）,道の駅カフェ原料,48233
2022/9/30,商品仕入高（5211）,ドリンク類（トライアル）・・・9月9日,3143
2022/9/30,商品仕入高（5211）,ドリンク類（トライアル）・・・9月22日,2085
2022/9/30,商品仕入高（5211）,ドリンク類（トライアル）・・・9月30日,2558
2022/9/30,商品仕入高（5211）,オロナミンCほか・・・9月16日,2378
2022/9/30,商品仕入高（5211）,オロナミンC・・・9月30日,1496
2022/9/30,商品仕入高（5211）,伊藤園お茶ほか・・・9月12日,12700
2022/9/30,商品仕入高（5211）,伊藤園お茶ほか・・・9月26日,22705
2022/9/30,商品仕入高（5211）,伊藤園お茶ほか・・・9月30日,16770
2022/9/30,商品仕入高（5211）,粉末うどんそばスープ・・・9月30日,2741
2022/9/30,商品仕入高（5211）,佐賀県産たまねぎポテトチップほか・・・9月16日,31212
2022/9/30,商品仕入高（5211）,黒糖ドーナツ棒,15379
2022/9/30,商品仕入高（5211）,天ぷら・ちくわほか,18316
2022/9/30,商品仕入高（5211）,わさびドレッシングほか・・・9月30日,9050
2022/9/30,商品仕入高（5211）,ジャージーミックスほか,552841
2022/9/30,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか,20084
2022/9/30,商品仕入高（5211）,博多しょうが湯ほか,962861
2022/9/30,商品仕入高（5211）,野菜等袋代・・・アサヒ,80025
2022/9/30,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,17974
2022/9/30,商品仕入高（5211）,ヤマト運輸振込手数料,440
2022/9/30,商品仕入高（5211）,道の駅カフェ断熱紙カップ,9900
2022/9/30,商品仕入高（5211）,ソフトクリーム用スプーン,6380
2022/9/30,商品仕入高（5211）,指定ごみ袋,45900
2022/9/30,商品仕入高（5211）,スタンプブック,2156
2022/9/30,商品仕入高（5211）,スタンプブック,3080
2022/9/30,商品仕入高（5211）,お彼岸用団子花,24300
2022/9/30,商品仕入高（5211）,チオビタドリンク・・・9月16日,1158
2022/9/30,商品仕入高（5211）,チオビタドリンク・・・9月30日,2554
2022/9/30,商品仕入高（5211）,チオビタドリンク・・・9月30日,193867
2022/9/30,販売員給与（6111）,パート（１０名）,779164
2022/9/30,容器包装費（6114）,レジ袋代(８月訂正分),-935
2022/9/30,退職金（6119）,役員退職金,1270000
2022/9/30,従業員給与（6212）,従業員給与（２名）,351700
2022/9/30,法定福利費（6312）,唐津社会保険事務所社会保険料,115080
2022/9/30,厚生費（6226）,従業員用マスク代,880
2022/9/30,厚生費（6226）,生活習慣用予防健診料,7169
2022/9/30,修繕費（6216）,ショーケース電源系統変更代,3300
2022/9/30,修繕費（6216）,ガス給湯器取替工事代,71500
2022/9/30,事務用消耗品費（6217）,電子複写機コピー代,1100
2022/9/30,通信交通費（6218）,ＮＴＴファイナンス通話料,12456
2022/9/30,通信交通費（6218）,インターネットプロバイダー料,22000
2022/9/30,水道光熱費（6219）,電気料金・・・電灯,163365
2022/9/30,水道光熱費（6219）,電気料金・・・電力,321170
2022/9/30,租税公課費（6221）,消費税及び地方消費税（中間申告）,0
2022/9/30,租税公課費（6221）,会社住所変更登記収入印紙代,30000
2022/9/30,備品・消耗品費（6225）,トイレットペーパー代・・・9月7日,6600
2022/9/30,備品・消耗品費（6225）,トイレットペーパー代・・・9月22日,6600
2022/9/30,備品・消耗品費（6225）,トイレットペーパー代・・・9月30日,6600
2022/9/30,備品・消耗品費（6225）,ペーパータオル代・・・9月30日,2690
2022/9/30,備品・消耗品費（6225）,透明テープ代,237
2022/9/30,備品・消耗品費（6225）,シャボネット代,10737
2022/9/30,備品・消耗品費（6225）,買い物カゴ代,29150
2022/9/30,備品・消耗品費（6225）,マジックインキ代,152
2022/9/30,備品・消耗品費（6225）,セロテープ代,1197
2022/9/30,備品・消耗品費（6225）,道の駅スタンプ・版代,24750
2022/9/30,備品・消耗品費（6225）,ソフト用アルコールスプレー代,10890
2022/9/30,運営管理諸費（6227A）,東芝テックポスレジシステムリース料,31752
2022/9/30,運営管理諸費（6227A）,くすもと税理士事務所顧問報酬,55000
2022/9/30,施設管理諸費（6227B）,中央警備保障機械警備料,37400
2022/9/30,施設管理諸費（6227B）,クリーン・リース代,2222
2022/9/30,施設管理諸費（6227B）,塵芥収集運搬料,62800
2022/9/30,施設管理諸費（6227B）,樹木剪定処理業務,12600
2022/9/30,施設管理諸費（6227B）,冷蔵庫用コンセント配線工事代,11500
2022/9/30,車両費（6228）,ガソリン代・・・福地商事・・・9月12日,3000
2022/9/30,車両費（6228）,ガソリン代・・・江頭火薬石油・・・9月16日,3000
2022/9/30,車両費（6228）,ガソリン代・・・福地石油・・・9月30日,3000
2022/9/30,リース料（6234）,ソフトサーバーリース代,15510
2022/9/30,雑費(6231),コカ・コーラ振込手数料・・・9月18日分,660
2022/9/30,雑費(6231),振込手数料（道の駅ネットワーク）,440
2022/9/30,雑費(6231),振込手数料（牛津かまぼこ）,220
2022/9/30,雑費(6231),冷蔵庫停止による冷蔵物廃棄分補償代,188310
2022/9/30,雑費(6231),振込手数料（大和産業）,220
2022/9/30,雑費(6231),登記簿謄本代,1200
2022/9/30,雑費(6231),食品衛生責任者講習会受講料,1100
2022/9/30,雑収入（7118）,雇用保険料預り（８月分）,2718
2022/10/31,商品売上高（4111）,野菜等,382575
2022/10/31,商品売上高（4111）,温泉たまご,88720
2022/10/31,商品売上高（4111）,あら塩・灘の塩（食塩）,1795
2022/10/31,商品売上高（4111）,ドリンク類,18650
2022/10/31,商品売上高（4111）,伊藤園お～いお茶・健康ミネラル麦茶ほか,98440
